Circles,Post Malone,"[Intro]
Oh, oh, oh
Oh,  oh, oh
Oh,  oh, oh, oh, oh

[Verse 1]
We couldn't turn around 'til we were upside down
I'll be the bad guy now, but know I ain't too proud
I  couldn't be there even when I tried
You  don't believe it, we do this every time

[Chorus]
Seasons change and our love went cold
Feed  the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm  waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Verse 2]
Let go, I got a feeling that it's time to let go
I said so, I knew that this was doomed from the get-go
You thought that it was special, special
But it was just the sex though, the sex though
And I still hear the echoes (The echoes)
I got a feeling that it's time to let it go, let it go

[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Bridge]
Maybe you don't understand what I'm going through
It's only me, what you got to lose?
Make up your mind, tell me, what are you gonna do?
It's only me, let it go

[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away",,,
Sunday Best,Surfaces,"[Intro: Forrest]
Good, feeling good

[Chorus: Forrest]
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (Yeah, ayy, ayy)

[Verse 1: Forrest]
Every day can be a better day, despite the challenge
All you gotta do is leave it better than you found it
It's gonna get difficult to stand, but hold your balance
I just say whatever 'cause there is no way around it 'cause

[Pre-Chorus: Forrest]
Everyone falls down sometimes
But you just gotta know it'll all be fine
It's okay, uh-huh-huh, uh
It's okay, it's okay

[Chorus: Forrest]
Ayy, feeling good like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (Ayy)

[Verse 2: Forrest]
Some days you wake up and nothing works, you feel surrounded
Gotta give your feet some gravity to get you grounded
Keep good things inside your ears just like the waves and sound did
And just say whatever 'cause there is no way around it

[Pre-Chorus: Forrest]
Everyone falls down sometimes
But you just gotta know it'll all be fine
It's okay, uh-huh-huh, uh
It's okay, it's okay

[Chorus: Forrest]
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best",,,
Say So (feat. Nicki Minaj),Doja Cat,"[Intro: Nicki Minaj]
Yeah, you know it
Mmm, this the remix
Doja, rrr

[Chorus: Doja Cat & Nicki Minaj]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Uh)

[Verse 1: Nicki Minaj]
Every time I take a break, the game be so boring
Pretty like Naomi, Cassie, plus Lauren
Spittin' like Weezy, Foxy, plus Lauryn
Ball like the Rams, see, now that's Gordon
They don't understand the bag talk, I'm foreign
When they think they top the queen, they start fallin'
Word to my ass-shots, I'm so cheeky
Got 'em tryna palm my ass like young Keke
Yes, I'm ghetto, word to Geppetto
Plus I'm little, where's my stiletto?
Tell Mike Jordan send me my Retros
Used to be bi, but now I'm just hetero
Ain't talkin' medicine, but I made him more a fiend
Ever since I put the cookie on quarantine
He know this thing A1 like a felony
All he gotta do is say the word like a spelling bee

[Chorus: Doja Cat]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Yeah)

[Verse 2: Doja Cat]
Let me check my chest, my breath right quick (Ha)
He ain't ever seen it in a dress like this (Ah)
He ain't ever even been impressed like this
Prolly why I got him quiet on the set like zip
Like it, love it, need it, bad
Take it, own it, steal it, fast
Boy, stop playing, grab my ass
Why you actin' like you shy? (Hot)
Shut it, save it, keep it pushin'
Why you beating 'round the bush?
Knowin' you want all this woman
Never knock it 'til you try (Yah, yah)
All of them bitches hating I have you with me
All of my niggas sayin' you mad committed
Realer than anybody you had, and pretty
All of the body-ody, the ass and titties

[Chorus: Doja Cat]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

[Post-Chorus: Nicki Minaj]
Yeah, you know it
Yeah, you know it
Yeah, you know it
Yeah, you know it

[Outro: Nicki Minaj]
You coulda said so
Boy, you shoulda said so
Say so, say so
I got dressed just to sit in the house
People with the least always doin' the most
I'm countin' money while he suckin' my toes
Real nasty with them balls, all net, yeah, I'm gross
Why you talkin' 'bout who body fake?
With all them fillers in your face, you just full of hate
That real ass ain't keep your nigga home
Now you lookin' silly, that's word to silicone",,,
Intentions (feat. Quavo),Justin Beiber,"He's perfect, perfect he dont need no filter
Flawless never had to sin to be a leader
Showers us with all His attention
Yh these are His only intentions
Stay in my heart, Lord i plead for your mercy
You're full of equity you're an asset
I'll make sure that i dont need no mentions
Yh these are His only intention
Shout out to the Father, yh for making me
I dont deserve it i dont deserve His mercy
But when i confess, He is there
He's there to comfort me( yh to comfort me yh)
Can nobody throw shade on His name
He's peace
Tripple one Father,Son and the Holy Spirit
He makes it easy to choose
He's got that sweet grace i can't refuse(no i can't refuse it)
Chrous :He's grace and mercy he dont need no filter
Flawless never had to sin to be my leader
He showers us with all His attention
Yh these are His only intentions
Stay in my heart Lord I plead for your mercy
You're full of equity your an asset
I'll make sure that i dont need no mentions
Yh these are His only intentions
Already passed He dont need no approval
Good everyway couldn't worry bout refusing
First in my life you've got the upper hand Lord
Dont need a sponsor no you're my brand Lord
You're my king, My one and only
Never turned you're face on me
Love you Lord through the pain or sorrow
That's how i feel Jesus, Jesus yes He is
Chrous : He's grace and mercy he dont need no filter
Flawless never had to sin to be a leader
Showers us with all His attention
Yh these are His only intentions
Stay in my heart Lord i plead for your mercy
You're full of equity you're an asset(asset)
I'll make sure that I dont need no mentions (yah,yah)
Yh these are His only intentions

No lie, No pretendance
He dont need mentions
He set goals and can decide to be independent
But He minded your business, its in His feeling
No fifty fifty percent chance
Attention He gave commitment
We've got to both admit it
He never left your side
He's a blessing, and by your side
Lord your the best thing
And i dont need a witness
You're on fire, yh your grace is still perfect fitness

Chrous: He's grace and Mercy ...........",,,
Don't Start Now,Dua Lipa,"[Intro]
If you don't wanna see me

[Verse 1]
Did a full 180, crazy
Thinking 'bout the way I was
Did the heartbreak change me? Maybe
But look at where I ended up
I'm all good already
So moved on, it's scary
I'm not where you left me at all, so

[Pre-Chorus]
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me

[Chorus]
Don't show up, don't come out
Don't start caring about me now
Walk away, you know how
Don't start caring about me now

[Verse 2]
Aren't you the guy who tried to
Hurt me with the word ""goodbye""?
Though it took some time to survive you
I'm better on the other side
I'm all good already
So moved on, it's scary
I'm not where you left me at all, so

[Pre-Chorus]
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me
(Don't, don't, don't)

[Chorus]
Don't show up, don't come out
Don't start caring about me now
Walk away, you know how
Don't start caring about me now ('Bout me now, 'bout me)

[Bridge]
Up, up
Don't come out, out, out
Don't show up, up, up
Don't start now (Oh)
Up, up
Don't come out, out
I'm not where you left me at all, so

[Pre-Chorus]
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me

[Chorus]
Don't show up (Don't show up), don't come out (Don't come out)
Don't start caring about me now ('Bout me now)
Walk away (Walk away), you know how (You know how)
Don't start caring about me now (So)

[Outro]
Up, up
Don't come out, out, out
Don't show up, up, up
Walk away, walk away (So)
Up, up
Don't come out, out, out
Don't show up, up, up
Walk away, walk away, oh",,,
Adore You,Harry Styles,"[Verse 1: Harry Styles]
Walk in your rainbow paradise (Paradise)
Strawberry lipstick state of mind (State of mind)
I get so lost inside your eyes
Would you believe it?

[Pre-Chorus: Harry Styles]
You don't have to say you love me
You don't have to say nothing
You don't have to say you're mine

[Chorus: Harry Styles]
Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do

[Verse 2: Harry Styles]
You're wonder under summer sky (Summer sky)
Brown skin and lemon over ice
Would you believe it?

[Pre-Chorus: Harry Styles]
You don't have to say you love me
I just wanna tell you somethin'
Lately, you've been on my mind

[Chorus: Harry Styles]
Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do

[Bridge: Amy Allen]
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do

[Chorus: Harry Styles & Amy Allen]
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do (Ah-ah-ah)
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you
Oh, honey (Ah-ah-ah), oh, honey
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you (It's the only thing I'll ever do)

[Outro: Harry Styles]
Ooh, ooh
Oh, honey
Ooh, ooh
Just let me adore you
Like it's the only thing I'll ever do",,,
Sea Change,Beck,"She was the one they turned to
When all else had seemed to fail
She was the one who listened
Who gave herself up through it all

Only so much someone can take
Propping up another's dreams
To reach such fame in the eyes of your friends
Surely you were misunderstood

All those secret moments alone
Where you wondered just who you were
All the love you gave seemed from somewhere else
Something learnt, but never real

Letters from sunken, poor lost souls
Who'd misread the look in your eyes
Taking a shot in the dark at your love
Woman you can leave them all behind

Now your pushing yourself even further
Found the strength to aim for higher ground

You are your mother
Your father
Your sister
Your brother
All of them are with you inside

She was the one they turned to
When they needed a woman's voice
She was the one who listened
And gave out the gentle advice

When could you break from the image?
Put aside the perfect face?
Be wrong, be rude, be nasty and cold
Start putting people in their place

Back to the woods where your brother played
Back to the promises your mother made
Back to the room where your sister stayed
Back to the year when you felt the change

You carried weights not all could see
But you put them down and you danced with me
Danced in the summer Danced in the rain
Danced away the past Danced away the pain

Out in the country we stood as the lightening cracked
You told me you had to go on alone and not come back

You are your mother
Your father
Your sister
Your brother
All of them are with you inside
They will never, never, never forget you no they'll never, never, never forget you

When I met you
That night
You were falling down
Desperately searching
For a loving sound
With perfect
Strangers
In an unknown town
We fell in together
Until morning
Came
We looked harder
Together
Look at what we
Found!
Now we are over
We are stronger
Even though we are apart",,,
Into the Unknown,Idina Menzel,"[Intro: AURORA]
Ooh
Ooh
Ooh

[Verse 1: Idina Menzel]
I can hear you, but I won't
Some look for trouble while others don't
There's a thousand reasons I should go about my day
And ignore your whispers, which I wish would go away, oh

[Refrain: Idina Menzel & AURORA]
Ooh
Oh
Ooh, ah

[Verse 2: Idina Menzel]
You're not a voice, you're just a ringing in my ear
And if I heard you, which I don't, I'm spoken for, I fear
Everyone I've ever loved is here within these walls
I'm sorry, secret siren, but I'm blocking out your calls

[Pre-Chorus]
I've had my adventure, I don't need something new
I'm afraid of what I'm risking if I follow you

[Chorus: Idina Menzel]
Into the unknown
Into the unknown
Into the unknown

[Refrain: AURORA]
Ooh
Ooh

[Verse 3: Idina Menzel]
What do you want? 'Cause you've been keeping me awake
Are you here to distract me so I make a big mistake?
Or are you someone out there who's a little bit like me?
Who knows deep down I'm not where I'm meant to be?

[Pre-Chorus: Idina Menzel]
Every day's a little harder as I feel my power grow
Don't you know there's part of me that longs to go

[Chorus: Idina Menzel]
Into the unknown?
Into the unknown
Into the unknown

[Refrain: AURORA]
Ooh
Ooh, ah

[Bridge: Idina Menzel, AURORA & Both]
Oh
Are you out there?
Do you know me?
Can you feel me?
Can you show me?
Ah, ah (Ah, ah)
Ah, ah (Ah, ah)
Oh, oh
Oh, oh
Oh, oh
Oh, oh

[Outro: Idina Menzel & AURORA]
Where are you going?
Don't leave me alone
How do I follow you (Ah)
Into the unknown? (Oh, oh)",,,
Coaster,Khalid,"[Verse 1]
As time passes, I feel so low
Searchin' for pieces, covering up the hole
I'll fight for your love, I'll fight for your soul
I'll throw all of my cares away for you
I'll be there to wait for you
Maybe you weren't the one for me
But deep down I wanted you to be
I'll still see you in my dreams
All the things that I did for you, just wasn't it for you

[Chorus]
So I'll be coasting, roller-coasting
Through my emotion
I will be coasting, roller-coasting
I'm hoping that you'll come back to me

[Verse 2]
Moving on seems harder to do
When the one that you love moves faster than you
I gave you my all, I showed the proof of your lies
And you weren't worth it, you don't deserve me
As time passes I'm feeling high
You're not the one I'm thinking of tonight
I may not be over you, but I'll try inside
I'm feeling better now, finally feeling special now, oh

[Chorus]
Coasting, roller-coasting
In my emotions, oh
I'll be coasting, roller-coasting
I noticed you weren't the one for me

[Outro]
You weren't the one for me
You weren't the one for me
You weren't the one for me
You weren't the one for me
Weren't the one for me
You weren't the one
You weren't the one for me
So don't come back to me, no
No, don't come back to me, no
No, don't come back to me
No, don't come back to me, no
No, don't come back to me
You weren't the one for me
You weren't the one for me
You weren't the one for me
You weren't the one for me",,,
Solitaires (feat. Travis Scott),Future,,,,
Chicago Freestyle (feat. Giveon),Drake,,,,
Say So,Doja Cat,"[Chorus]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

[Verse 1]
It's been a long time since you fell in love
You ain't coming out your shell, you ain't really been yourself
Tell me, what must I do? (Do tell, my love)
'Cause luckily I'm good at reading
I wouldn't bug him, but he won't stop cheesin'
And we can dance all day around it
If you frontin', I'll be bouncing
If you want it, scream it, shout it, babe
Before I leave you dry

[Chorus]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Yeah)

[Verse 2]
Let me check my chest, my breath right quick (Ha)
He ain't ever seen it in a dress like this (Ah)
He ain't ever even been impressed like this
Prolly why I got him quiet on the set like zip
Like it, love it, need it, bad
Take it, own it, steal it, fast
Boy, stop playing, grab my ass
Why you actin' like you shy? (Hot)
Shut it, save it, keep it pushin'
Why you beating 'round the bush?
Knowin' you want all this woman
Never knock it 'til you try (Yah, yah)
All of them bitches hating I have you with me
All of my niggas sayin' you mad committed
Realer than anybody you had, and pretty
All of the body-ody, the ass and titties

[Chorus]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so",,,
ROXANNE,Arizona Zervas,"[Intro]
All for the 'Gram
Bitches love the 'Gram
Oh, wait, shit
Brr, brr (Ayy, yeah, yeah, yeah, ayy)
Brr, brr, brr, ayy
Skrrt skrrt
94 don't need no brakes, yeah

[Chorus]
Roxanne, Roxanne
All she wanna do is party all night
Goddamn, Roxanne
Never gonna love me, but it's alright
She think I'm an asshole, she think I'm a player
She keep running back, though, only 'cause I pay up
Roxanne, Roxanne
All she wanna do is party all night

[Verse 1]
Met her at a party in the hills, yeah
She just wanna do it for the thrill, yeah
Shorty drive a poodle with no top (Top, top)
But if I throw this money, she gon' drop, ayy
She don't wait in lines if it's too long
She don't drive the whip unless the roof off
Only wanna call when the cash out
Only take the pic when her ass out

[Pre-Chorus]
She from Malibu, uh, Malibu
If you ain't got a foreign, then she laugh at you, uh
Malibu, uh, Malibu
Spending daddy's money with a attitude

[Chorus]
Roxanne (Roxanne), Roxanne (Roxanne)
All she wanna do is party all night
Goddamn (Goddamn), Roxanne (Roxanne)
Never gonna love me, but it's alright
She think I'm an asshole, she think I'm a player
She keep running back, though, only 'cause I pay up
Roxanne (Roxanne), Roxanne (Roxanne)
All she wanna do is party all night

[Interlude]
I just wanna have fun

[Verse 2]
In LA, yeah, got no brakes, yeah
Living fast, Ricky Bobby, shake and bake, yeah
See the chain? Yeah, issa lake, yeah
Swipe the Chase, ooh, now she wanna date, yeah
Straight to Nobu on the coast, ooh
Shorty only like cocaine and Whole Foods
Yeah, snappin' all up on the 'Gram, ass going crazy (Woo)
Now she wanna fuck me in the foreign, goin' 80

[Pre-Chorus]
Up in Malibu, uh, Malibu
If you ain't got a foreign, then she laugh at you, uh
Malibu, uh, Malibu
Spending daddy's money with a attitude

[Chorus]
Roxanne (Roxanne), Roxanne (Roxanne)
All she wanna do is party all night (All night, yeah)
Goddamn (Goddamn), Roxanne (Roxanne)
Never gonna love me, but it's alright (Alright, yeah)
She think I'm an asshole, she think I'm a player
She keep running back, though, only 'cause I pay up
Roxanne (Roxanne), Roxanne (Roxanne)
All she wanna do is party all night",,,
Falling,Trevor Daniel,"[Intro]
Oh
Ooh, ooh

[Chorus]
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything

[Verse]
Talk to me, I need to hear you need me like I need ya
Fall for me, I wanna know you feel how I feel for you, love
Before you, baby, I was numb, drown out pain by pourin' up
Speedin' fast on the run, never wanna get caught up
Now you're the one that I'm callin'
Swore I thought I'd never fall again, don't think I'm just talkin'
I think I might go all in, no exceptions, girl, I need ya

[Bridge]
Feeling like I'm out of my mind, 'cause I can't get enough
Only one that I give my time, 'cause I got eyes for ya
Might make an exception for ya, 'cause I been feelin' ya
Think I might be out of my mind, I think that you're the one

[Chorus]
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything

[Outro]
Will never give my all again
'Cause I'm sick of falling down
When I open up and give my trust
They find a way to break it down
Break down
Tear me up inside
When you break me down",,,
Onthou,Ever So Blue,,,,
Gaze,Moux,"[Verse 1]

He’s a hero, he’s a hero
Propaganda fake news, you selfish peers pilo
We know, saving face in case the case below
Falls apart and then he knows your name, there’s a sequel
Revenge of the Righteous, light this mic like you’re Nero
Squander his name to maintain fanatic equals
Eco, friendly on the equilibrium brimming under him
Sundered ends prattle, summer friend
Some pretend that he’s a monster, phantom toppler
Doctored, a proctor, keeper of the doctrine
Officer without a badge number to concoct errs
Knocked nerves, scarred and rehearsed, devolving proper
Locker, secret fears framing god as slaughter
Housed an earth with little blot, lopped his head in concert
Conquered, if you ponder rough possibilities he’s already hearing these
Lies

[Verse 2]

He’s a hero, huh?
Knew him post-Messiah complex with the warring drums
Shattered existential dreading driven by mystery lumps
Lauded for the courage, curbin mass hysteria, ya Allah
I knew him before that, chasing cats with cocks intact
Nipped the buds in cul de sacs, cruel weed whacker past entrapped
Acid haps, trippin up on powers hours lacked the graft
Alabast, carving catered futures sutured with a task
Ask, then ye shall receive, ‘cept if you don’t function
Wasted blood in the seas, leave an orphan happily
For a bitch in the cut, right? Politician not the pauper
Lepers don’t sell, aight?
He told me emboldening the smoldering wreck is what he do to protect
Keep the quo quasi for less, leap forward ignore the threats
A pistol loaded regret, I should have stopped his attempts, I should have stopped his attempts
But, we here now
Raging homicidal rhino grinding grottos with a smile
Hollowed hallow hissing, hit me if I’m missing, lift us for we’re kissing
Death has now adjusted for the living",,,
Choices,Patricia Sevin,,,,
Solitude,Joep Beving,,,,
Theben,Oskar Schuster,,,,
Con el tiempo todo se consigue,Claribel Ramon,,,,
Where's My Love - Piano Solo,SYML,,,,
Bellevue,Franz Becker,,,,
I Remember,Rod Wave,"[Intro]
(Pipe that shit up, TnT, LC)

[Chorus]
It was trials and tribulations on the road to chasing that paper
Seen so many faces, been so many places, caught some cases
Crazy thing is, out of all life done taught me
Before you get one win, you gotta take a thousand losses
I remember, nigga, yeah (Straight up, you know me)
How would I ever forget? How could I ever forget? (Yeah, yeah)
I remember, oh, I remember
How could I ever forget? How would I ever forget?

[Verse]
I remember everything, the shine and the struggle
I remember all the pain, all the grind, all the hustle
I remember elementary when pops would come and get me
And take me to the neighborhood with Veneria and Whitney
Then pops had went to prison, I remember every letter
I remember bitches playing with my heart 'cause I would let 'em
I remember what's-his-name told me, ""Bro, let's stick together""
But we couldn't stick together 'cause niggas change just like the weather
I still remember the first night when I met Mr. Raymond
I was on the block with Glocks when Uncle Dereck came to save me
Remember back in middle school when I met Derek Bailey
And he taught me how to sack that weed, stack that cheese, and save it
But I still fucked it up, I remember tryna shake back
Me and Sir Kendrick in the kitchen cookin' fake crack
I remember my first show, I remember who booked me
I remember all you opps from middle school, them niggas was pussy
I remember my first stolen car, I was with Lil Chaz
I had just jumped off the porch, but lil' bruh was moving fast
I remember when I first met Kareem, we was coolin'
A year later, we was breakin' in them houses, shootin' movies
If we catch a nigga late night, no pipe, it's a wrap
We made lil' what's-his-name jump off his bike and that's a fact
Remember when I first caught a buzz with my raps
Money came and niggas changed and stabbed me in my back
Remember when I first confessed my love and I cried
Asked you 'bout that other fuck nigga and you lied
No longer could I stand to see the truth in your eyes
So I went somewhere else to find love and you know why
Remember sitting in my cell blaming the streets
Mama came to see me, said the blame was on me
Remember Lenny died, the city cried for a week
I remember when you niggas testified on Lil C

[Chorus]
It was trials and tribulations on the road to chasing that paper (I remember, I remember, nigga)
Seen so many faces, been so many places, caught some cases
Crazy thing is, out of all life done taught me
Before you get one win, you gotta take a thousand losses
I remember, nigga, yeah
How would I ever forget? How could I ever forget?
I remember, oh, I remember
How could I ever forget? How would I ever forget?",,,
Hakuna Matata,Nathan Lane,"[TIMON]
Hakuna matata! What a wonderful phrase!

[PUMBAA]
Hakuna matata! Ain't no passing craze!

[TIMON]
It means no worries, for the rest of your days...

[TIMON & PUMBAA]
It's our problem-free philosophy...

[TIMON]
Hakuna matata!

Why, when he was a young warthog...

[PUMBAA]
When I was a young warthog...

[TIMON]
Very nice

[PUMBAA]
Thanks

[TIMON]
He found his aroma lacked a certain appeal
He could clear the savannah after every meal

[PUMBAA]
I'm a sensitive soul though I seem thick-skinned
And it hurt that my friends never stood downwind
And, oh, the shame!

[TIMON]
He was ashamed

[PUMBAA]
Thought of changin' my name!

[TIMON]
Oh, what's in a name?

[PUMBAA]
And I got downhearted

[TIMON]
How did ya feel?

[PUMBAA]
Everytime that I...

[TIMON]
Hey! Pumbaa! Not in front of the kids!

[PUMBAA]
Oh. Sorry...

[TIMON & PUMBAA]
Hakuna Matata! What a wonderful phrase
Hakuna Matata! Ain't no passing craze

[SIMBA]
It means no worries for the rest of your days

[TIMON]
Yeah, sing it, kid!

[TIMON & SIMBA]
It's our problem-free

[PUMBAA]
Philosophy

[TIMON & PUMBAA & SIMBA]
Hakuna Matata!

[TIMON & PUMBAA & SIMBA]
Hakuna matata!
Hakuna matata!
Hakuna matata!
Hakuna...

[SIMBA]
It means no worries for the rest of your days

[TIMON & PUMBAA & SIMBA]
It's our problem-free philosophy
Hakuna matata!
Hakuna matata!
Hakuna matata!
Hakuna matata!

(SIMBA scat sings to fade)",,,
When I Am Older,Josh Gad,"[Intro]
What was that? Samantha?

[Verse 1]
This will all make sense when I am older
Someday I will see that this makes sense
One day when I'm old and wise
I'll think back and realize
That these were all completely normal events
Ah!

[Verse 2]
I'll have all the answers when I'm older
Like why we're in this dark enchanted wood
I know in a couple years
These will seems like childish fears
And so I know this isn't bad, it's good
Excuse me. 

[Verse 3]
Growing up means adapting
Puzzling at your world and your place
When I'm more mature
I'll feel totally secure
Being watched by something
With a creepy, creepy face
Ahhhhh! Ahhhhh!

[Verse 4]
See, that will all make sense when I am older
So there's no need to be terrified or tense
I'll just dream about a time
When I'm in my age of prime
'Cause when you're older
Absolutely everything makes sense
This is fine.",,,
Speechless (Full),Naomi Scott,"[Verse 1]
Here comes a wave meant to wash me away
A tide that is taking me under
Swallowing sand, left with nothing to say
My voice drowned out in the thunder

[Pre-Chorus]
But I won't cry
And I won't start to crumble
Whenever they try
To shut me or cut me down

[Chorus]
I won't be silenced
You can't keep me quiet
Won't tremble when you try it
All I know is I won't go speechless
'Cause I'll breathe
When they try to suffocate me
Don't you underestimate me
'Cause I know that I won't go speechless

[Verse 2]
Written in stone
Every rule, every word
Centuries old and unbending
""Stay in your place""
""Better seen and not heard""
But now that story is ending

[Pre-Chorus]
'Cause I
I cannot start to crumble
So come on and try
Try to shut me and cut me down

[Chorus]
I won't be silenced
You can't keep me quiet
Won't tremble when you try it
All I know is I won't go speechless, speechless
Let the storm in
I cannot be broken
No, I won't live unspoken
'Cause I know that I won't go speechless

[Bridge]
Try to lock me in this cage
I won't just lay me down and die
I will take these broken wings
And watch me burn across the sky
Hear the echo saying:

[Chorus]
I won't be silenced
Though you wanna see me tremble when you try it
All I know is I won't go speechless, speechless
'Cause I'll breathe
When they try to suffocate me
Don't you underestimate me
'Cause I know that I won't go speechless

[Outro]
All I know is I won't go speechless, speechless",,,
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,"[Intro]
Ah-ah, oh-oh
Ah-ah, oh-oh, oh-oh
Into the unknown
Into the unknown
Into the unknown
Ah-ah, oh-oh

[Verse 1]
I can hear you but I won't
Some look for trouble
While others don't
There's a thousand reasons
I should go about my day
And ignore your whispers
Which I wish would go away, oh-oh-oh
Whoa-oh

[Verse 2]
You're not a voice
You're just a ringing in my ear
And if I heard you, which I don't
I'm spoken for, I fear
Everyone I've ever loved is here within these walls
I'm sorry, secret siren, but I'm blocking out your calls
I've had my adventure, I don't need something new
I'm afraid of what I'm risking if I follow you

[Chorus]
Into the unknown
Into the unknown
Into the unknown

[Post-Chorus]
Ah-ah, oh-oh
Ah-ah, oh-oh, oh-oh

[Verse 3]
What do you want? 'Cause you've been keeping me awake
Are you here to distract me so I make a big mistake?
Or are you someone out there who's a little bit like me?
Who knows deep down I'm not where I'm meant to be?
Every day's a little harder as I feel your power grow
Don't you know there's part of me that longs to go

[Chorus]
Into the unknown?
Into the unknown
Into the unknown

[Post-Chorus]
Ah-ah, oh-oh
Ah-ah, oh-oh, oh-oh (Whoa-oh-oh)

[Bridge]
Are you out there?
Do you know me?
Can you feel me?
Can you show me?
Ah-ah, oh-oh
Ah-ah, oh-oh
Ah-ah, oh-oh (Oh-oh, oh-oh)
Oh-oh, oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh

[Outro]
Where are you going?
Don't leave me alone
How do I follow you
Into the unknown?
Woo!",,,
